,sentence_group_id,author,text
11981,id06572,HPL,"All were afoot save Libo , Balbutius , Asellius , two or three of the centuriones , and myself , and at length the way became so steep and narrow that those who had horses were forced to leave them ; a squad of ten men being left to guard them , though robber bands were not likely to be abroad on such a night of terror ."
11982,id10192,MWS,"Her head fell on his shoulder , she trembled , alternate changes of fire and ice ran through her limbs : observing her emotion he spoke with softened accents : `` ."
11983,id10192,MWS,The blow is given .
11984,id05982,EAP,"Let us , for example , imagine the Automaton to play with his right arm ."
11985,id26503,HPL,I was by this time thankfully certain that the railway itself was not patrolled .
11986,id01439,MWS,"It was now deep winter ; it had snowed , and was still snowing ; the wind whistled in the leafless trees , despoiling them of the white flakes as they fell ; its drear moaning , and the continued knocking , mingled wildly with my dreams at length I was wide awake ; hastily dressing myself , I hurried to discover the cause of this disturbance , and to open my door to the unexpected visitor ."
11987,id02351,EAP,"She was what people call a notable woman , and could manage matters in the world without my assistance ."
11988,id13902,HPL,"Awed , shaken , and portentous , my friend who had been beyond the barrier warned me that we must never venture within those realms again ."
11989,id21035,MWS,I feel death to be near at hand and I am calm .
11990,id10448,EAP,Green leaves shrank before the hot breath of furnaces .
11991,id27231,EAP,You can not be made to see how the mere duration of the corpse on the shore could operate to multiply traces of the assassins .
11992,id08661,MWS,"Miracles were to be wrought in my favour , the machine of social life pushed with vast effort backward ."
11993,id06836,EAP,"In another moment he was on board , and rushing frantically down into the cabin ."
11994,id08235,EAP,"The walls of the ravine through which the clear water still tranquilly flowed arose to an elevation of a hundred and occasionally of a hundred and fifty feet , and inclined so much toward each other as , in a great measure , to shut out the light of day ; while the long plume like moss which depended densely from the intertwining shrubberies overhead , gave the whole chasm an air of funereal gloom ."
11995,id15651,MWS,"Present her with a mirror , in which she may know herself ; and , when she is an adept in that necessary but difficult science , she will wonder at her present mistake , and hasten to restore to me , what is by right mine , her forgiveness , her kind thoughts , her love . ."
11996,id05001,HPL,The box held only a queer parchment whose characters no linguist or palaeographer has been able to decipher or identify .
11997,id05150,EAP,"My evil destiny pursued me as if in exultation , and proved , indeed , that the exercise of its mysterious dominion had as yet only begun ."
11998,id21669,EAP,The sight of blood inflamed its anger into phrenzy .
11999,id13920,MWS,"We will all make it our first care , our dearest task , to contribute to your happiness . ."
12000,id09386,MWS,"After trying vainly to enter the other apartments , he perceived just within the threshold of this one , a pair of small Turkish slippers ; the door was ajar , but all was silent within ."
12001,id05825,HPL,"After the close of the American war he was heard of as a sailor on a merchantman in the African trade , having a kind of reputation for feats of strength and climbing , but finally disappearing one night as his ship lay off the Congo coast ."
12002,id21705,EAP,Nonchalance : .
12003,id21705,EAP,Your diddler is nonchalant .
12004,id20810,EAP,"Twice , during six years , we were forced to stay all night at anchor on account of a dead calm , which is a rare thing indeed just about here ; and once we had to remain on the grounds nearly a week , starving to death , owing to a gale which blew up shortly after our arrival , and made the channel too boisterous to be thought of ."
12005,id13186,EAP,"His habits are methodical and then he would prefer getting into a private and respectable small family , piously inclined ."
12006,id06823,HPL,`` .
12007,id06823,HPL,"An ' then she let aout a turrible yell , an ' says the shed daown the rud had jest caved in like the storm hed blowed it over , only the wind wa'n't strong enough to dew that ."
12008,id05928,EAP,"Indeed , however rich the imagination displayed in this ingenious fiction , it wanted much of the force which might have been given it by a more scrupulous attention to facts and to general analogy ."
12009,id11613,HPL,But then the blow fell .
12010,id08629,MWS,"Less wonder far is it , that the garrison , despairing of being able to hold out longer , should take advantage of the negligence of our fleet to escape at once from siege and capture ."
12011,id21148,EAP,"`` Still I do not quite understand , '' said Dupin ."
12012,id18884,EAP,I shrank back but the closing walls pressed me resistlessly onward .
12013,id07642,EAP,"The Baron , who had been unusually silent and abstracted in the earlier portion of the evening , at length seemed to be aroused from his apathy , took a leading part in the discourse , and dwelt upon the benefits , and more especially upon the beauties , of the received code of etiquette in passages of arms with an ardor , an eloquence , an impressiveness , and an affectionateness of manner , which elicited the warmest enthusiasm from his hearers in general , and absolutely staggered even myself , who well knew him to be at heart a ridiculer of those very points for which he contended , and especially to hold the entire fanfaronade of duelling etiquette in the sovereign contempt which it deserves ."
12014,id02131,HPL,"The few callers at the house would often find Lavinia alone on the ground floor , while odd cries and footsteps resounded in the boarded up second story ."
12015,id11799,EAP,"I found Talbot at home , and proceeded at once to acquaint him with my good fortune ."
12016,id15208,EAP,"He discoursed much , and beyond doubt , learnedly ; while I hazarded an occasional suggestion as the night wore drowsily away ."
12017,id05832,EAP,"When `` Madame Lalande '' was called upon to sing , the younger lady was intended ; and it was she who arose to obey the call ; my great , great , grandmother , to further the deception , arising at the same moment and accompanying her to the piano in the main drawing room ."
12018,id26694,EAP,"Least of all , could it have been that my fancy , shaken from its half slumber , had mistaken the head for that of a living person ."
12019,id19998,HPL,His mania shewed itself only in his tight boarding up of all the windows in the reclaimed section though many declared that it was a crazy thing to bother with the reclamation at all .
12020,id09392,MWS,I have now mentioned all my studies .
12021,id07691,EAP,We both know this gentleman well .
12022,id09753,HPL,"In a natural glade of the swamp stood a grassy island of perhaps an acre 's extent , clear of trees and tolerably dry ."
12023,id03397,EAP,The house was a good house not very old .
12024,id23566,HPL,"He dropped them all years ago , and no one feels sure whether he left the country or merely sank from sight in some hidden byway ."
12025,id13677,MWS,They are gone for ever great as my power is I can not recall them to you if indeed I wave my wand over you you will fancy that you feel their gentle spirits in the soft air that steals over your cheeks the distant sound of winds waters may image to you their voices which will bid you rejoice for that they live .
12026,id13677,MWS,This will not take away your grief but you will shed sweeter tears than those which full of anguish hopelessness now start from your eyes .
12027,id13677,MWS,This I can do also can I take you to see many of my provinces my fairy lands which you have not yet visited and whose beauty will while away the heavy time I have many lovely spots under my command which poets of old have visited and have seen those sights the relation of which has been as a revelation to the world many spots I have still in keeping of lovely fields or horrid rocks peopled by the beautiful or the tremendous which I keep in reserve for my future worshippers to one of those whose grim terrors frightened sleep from the eye I formerly led you but you now need more pleasing images although I will not promise you to shew you any new scenes yet if I lead you to one often visited by my followers you will at least see new combinations that will sooth if they do not delight you Follow me Alas I replied when have you found me slow to obey your voice some times indeed I have called you you have not come but when before have I not followed your slightest sign and have left what was either of joy or sorrow in our world to dwell with you in yours till you have dismissed me ever unwilling to depart .
12028,id13677,MWS,But now the weight of grief that oppresses me takes from me that lightness which is necessary to follow your quick winged motions alas in the midst of my course one thought would make me droop to the ground while you would outspeed me to your Kingdom of Glory leave me here darkling Ungrateful replied the Spirit .
12029,id13677,MWS,Do I not tell you that I will sustain console you .
12030,id13677,MWS,My wings shall aid your heavy steps I will command my winds to disperse the mist that over casts you I will lead you to a place where you will not hear laughter that disturbs you or see the sun that dazzles you .
12031,id13677,MWS,We will choose some of the most sombre walks of the Elysian fields .
12032,id13677,MWS,The Elysian fields I exclaimed with a quick scream shall I then see .
12033,id11369,MWS,What evil might not happen in the mean time .
12034,id05816,HPL,"Many covered their eyes with their hands , and plunged blindly and awkwardly in their race to escape ; overturning furniture and stumbling against the walls before they managed to reach one of the many doors ."
12035,id24275,EAP,"And now now I shuddered in her presence , and grew pale at her approach ; yet , bitterly lamenting her fallen and desolate condition , I called to mind that she had loved me long , and , in an evil moment , I spoke to her of marriage ."
12036,id24975,EAP,"The result was a firm conviction of their validity , and of the consequent innocence of St. Eustache ."
12037,id13504,MWS,"`` Nay , '' said my companion , `` I can free you from your present impediment ."
12038,id21432,MWS,"The rain was pouring in torrents , and thick mists hid the summits of the mountains , so that I even saw not the faces of those mighty friends ."
12039,id01891,EAP,It was an egregious insult to the good sense of the burghers of Rotterdam .
12040,id12133,MWS,Thus although she appeared to be less initiated in the mysteries of life and society than he her knowledge was of a deeper kind and laid on firmer foundations ; and if even her beauty and sweetness had not fascinated him her understanding would ever have held his in thrall .
12041,id11499,EAP,It must be confessed that it has an amazingly moon hoaxy air .
12042,id25933,HPL,"Later the god and the princess had returned , and upon the death of the princess her divine husband had mummified the body and enshrined it in a vast house of stone , where it was worshipped ."
12043,id04767,HPL,"For several days they glided undulatingly over the water , till finally they came to the horizon , where the sea meets the sky ."
12044,id10238,MWS,Are these circumstances not dreadful .
12045,id11469,MWS,"Yet I thank God that I have lived I thank God , that I have beheld his throne , the heavens , and earth , his footstool ."
12046,id02717,HPL,"As a result , these societies became surprisingly passive and reticent ."
12047,id24345,EAP,"These results have dependence upon nothing , and are influenced by nothing but the data originally given ."
12048,id13645,MWS,"Thousands died unlamented ; for beside the yet warm corpse the mourner was stretched , made mute by death ."
12049,id19341,MWS,My rashness gave the victory in this dreadful fight to the enemy who triumphed over him as he lay fallen and vanquished .
12050,id18306,HPL,Very nervously he watched that narrow oaken gate in the high and ivy clad stone wall .
12051,id10928,HPL,"Friends and companions he shuns , for he wishes to answer no questions ."
12052,id10648,HPL,"Many times I walked through that valley , and longer and longer would I pause in the spectral half light where the giant trees squirmed and twisted grotesquely , and the grey ground stretched damply from trunk to trunk , sometimes disclosing the mould stained stones of buried temples ."
12053,id14542,HPL,"We shall meet again perhaps in the shining mists of Orion 's Sword , perhaps on a bleak plateau in prehistoric Asia ."
12054,id25304,MWS,"Again I rose , and exerting all the firmness of which I was master , removed the planks which I had placed before my hovel to conceal my retreat ."
12055,id15822,EAP,"The school room was the largest in the house I could not help thinking , in the world ."
12056,id23276,HPL,"At one Time Johnson recited to me some lines by a Servant to the Duke of Leeds , which had so amus 'd him , that he had got them by Heart ."
12057,id08488,EAP,"You , however , had drawn a chair close to the chimney ."
12058,id08463,HPL,"Of the six men who never reached the ship , he thinks two perished of pure fright in that accursed instant ."
12059,id25774,HPL,"As I approached the arch I began to perceive the presence more clearly ; and then , with the first and last sound I ever uttered a ghastly ululation that revolted me almost as poignantly as its noxious cause I beheld in full , frightful vividness the inconceivable , indescribable , and unmentionable monstrosity which had by its simple appearance changed a merry company to a herd of delirious fugitives ."
12060,id14283,MWS,"Look in that mirror ; when I came your brow was contracted , your eyes deep sunk in your head , your lips quivering ; your hands trembled violently when I took them ; but now all is tranquil and soft ."
12061,id26447,HPL,"The man was great I say it even now , knowing as much as I do ."
12062,id01498,HPL,"Our alarm was now divided , for besides our fear of the unknown , we had always entertained a dread that our grisly collection might be discovered ."
12063,id02945,EAP,I knew that I had now fully recovered the use of my visual faculties and yet it was dark all dark the intense and utter raylessness of the Night that endureth for evermore .
12064,id03174,HPL,"The figure , which was finally passed slowly from man to man for close and careful study , was between seven and eight inches in height , and of exquisitely artistic workmanship ."
12065,id18950,MWS,"`` 'They are kind they are the most excellent creatures in the world ; but , unfortunately , they are prejudiced against me ."
12066,id10618,EAP,"The balloon for such no doubt it was had now descended to within a hundred feet of the earth , allowing the crowd below a sufficiently distinct view of the person of its occupant ."
12067,id08259,HPL,"It was , the professor stated , a very crude bas relief of stone , comprising a hideous picture and some cryptic writing ."
12068,id06722,MWS,A serene sky and verdant fields filled me with ecstasy .
12069,id09297,MWS,He excites at once my admiration and my pity to an astonishing degree .
12070,id24310,EAP,Our seclusion was perfect .
12071,id11431,MWS,"As you honour me as you worship God , in whose image those also are created as your children and friends are dear to you , shed not a drop of precious human blood . ."
12072,id11230,EAP,"Up the long avenue of aged oaks which led from the forest to the main entrance of the Château Metzengerstein , a steed , bearing an unbonneted and disordered rider , was seen leaping with an impetuosity which outstripped the very Demon of the Tempest ."
12073,id17605,MWS,These motives urged me to comply with his demand .
12074,id01349,EAP,`` .
12075,id01349,EAP,"To be even with him , I complained of my weak eyes , and lamented the necessity of the spectacles , under cover of which I cautiously and thoroughly surveyed the whole apartment , while seemingly intent only upon the conversation of my host ."
12076,id07016,EAP,"A figure , dressed like a magician , appears seated at the bottom of a wall , holding a wand in one hand , and a book in the other ."
12077,id07016,EAP,"A number of questions , ready prepared , are inscribed on oval medallions , and the spectator takes any of these he chooses and to which he wishes an answer , and having placed it in a drawer ready to receive it , the drawer shuts with a spring till the answer is returned ."
12078,id08202,EAP,"It proved , however , to have been without ball , and the fellow was suffered to go his way as a lunatic or a drunkard ."
12079,id12270,HPL,"For centuries its lofty battlements have frowned down upon the wild and rugged countryside about , serving as a home and stronghold for the proud house whose honoured line is older even than the moss grown castle walls ."
12080,id13615,HPL,"Then a faint clicking came from the instrument , and I called down to my friend in a tense voice ."
12081,id10858,MWS,"The merry marriage bells rung in my ears ; I heard the nation 's gratulation which followed the union ; the ambitious noble uprose with swift eagle flight , from the lowly ground to regal supremacy and to the love of Idris ."
12082,id05068,EAP,I had scarcely laid the first tier of my masonry when I discovered that the intoxication of Fortunato had in a great measure worn off .
12083,id13216,MWS,"Compassion swelled his breast ; he would see her once again ; he would devise some plan for restoring her to society , and the enjoyment of her rank ; their separation would then follow , as a matter of course ."
12084,id23266,HPL,"But still I read more in hidden , forgotten books and scrolls to which my new vision led me and pushed through fresh gateways of space and being and life patterns toward the core of the unknown cosmos ."
12085,id01680,HPL,"I told him that I could , and translated for his benefit a paragraph near the beginning ."
12086,id13512,HPL,Go thou then to Athok the cobbler or be gone out of the city by sunset .
12087,id26995,HPL,"It is the Land of Hope , and in it shine the perfect ideals of all that we know elsewhere ; or at least so men relate ."
12088,id16988,EAP,"But , in his disordered fancy , the idea had assumed a more daring character , and trespassed , under certain conditions , upon the kingdom of inorganization ."
12089,id14356,EAP,The grass had grown around and over some of them .
12090,id26126,MWS,"Her mind was of uncommon strength ; she could subdue her sensible wants to her mental wishes , and suffer cold , hunger and misery , rather than concede to fortune a contested point ."
12091,id21394,HPL,"I will repeat here what he said , underlining the words he emphasised : `` ."
12092,id21394,HPL,He is calling .
12093,id21394,HPL,He is calling I hear him .
12094,id21394,HPL,We must go '' .
12095,id21394,HPL,"As he spoke he took his ivory image from the table , pocketed it , and seized my arm in an effort to drag me up the companionway to the deck ."
12096,id08180,EAP,"The pantaloons , which thou sayest were made by Bourdon , are an excellent pair of linen drawers , and thy robe de chambre is a shroud of no scanty dimensions . ."
12097,id25942,HPL,"The final conclusion of the linguists was that the text represented an artificial alphabet , giving the effect of a cipher ; though none of the usual methods of cryptographic solution seemed to furnish any clue , even when applied on the basis of every tongue the writer might conceivably have used ."
12098,id04640,MWS,"I beseech you ; by your former love for me now lost , I adjure you to answer that one question ."
12099,id06919,EAP,"Then again I journeyed far down away into another country where it was all one dim and vague lake , with a boundary line of clouds ."
12100,id24784,EAP,"Some peculiarities , either in his early education , or in the nature of his intellect , had tinged with what is termed materialism the whole cast of his ethical speculations ; and it was this bias , perhaps , which imperceptibly led him to perceive that the most advantageous , if not the sole legitimate field for the exercise of the poetic sentiment , was to be found in the creation of novel moods of purely physical loveliness ."
12101,id02282,EAP,"She said very few words , and passed at once into her state room with Mr. W. ."
12102,id02282,EAP,My old inquisitiveness now returned .
12103,id08706,MWS,"`` Lionel , you hear : witness for me : persuade your sister to forgive the injury I have done her ; persuade her to be mine . ."
12104,id10224,EAP,`` .
12105,id10224,EAP,You observe there are no divisions between the words .
12106,id19143,MWS,"Dear Victor , banish these dark passions ."
12107,id02552,EAP,"As for my old friend , Madame Joyeuse , I really could have wept for the poor lady , she appeared so terribly perplexed ."
12108,id22477,EAP,`` .
12109,id22477,EAP,"But , '' I interposed , `` you say that the skull was not upon the parchment when you made the drawing of the beetle ."
12110,id06799,MWS,"If I lift up my eyes and see the desart earth , and feel that those dear eyes have spent their mortal lustre , and that those beauteous lips are silent , their `` crimson leaves '' faded , for ever I am mute ."
12111,id06799,MWS,"But you live , my Idris , even now you move before me ."
12112,id06799,MWS,"There was a glade , ."
12113,id06799,MWS,"O reader a grassy opening in the wood ; the retiring trees left its velvet expanse as a temple for love ; the silver Thames bounded it on one side , and a willow bending down dipt in the water its Naiad hair , dishevelled by the wind 's viewless hand ."
12114,id10072,MWS,"He heard my account of the self dissolution of the army with calmness , and then said , `` ."
12115,id10072,MWS,"You know , Verney , my fixed determination not to quit this place , until in the light of day Stamboul is confessedly ours ."
12116,id23339,HPL,We got all kinds here reel life an ' a good time .
12117,id26690,EAP,"There was something in his manner of emphasizing the word `` peculiar , '' which caused me to shudder , without knowing why ."
12118,id21445,MWS,"I doubted at first whether I should attempt the creation of a being like myself , or one of simpler organization ; but my imagination was too much exalted by my first success to permit me to doubt of my ability to give life to an animal as complex and wonderful as man ."
12119,id05308,MWS,"We saw a great deal of society , and no day passed that my father did not endeavour to embellish by some new enjoyment ."
12120,id15650,HPL,"My room , a dismal rear one with two windows and bare , cheap furnishings , overlooked a dingy courtyard otherwise hemmed in by low , deserted brick blocks , and commanded a view of decrepit westward stretching roofs with a marshy countryside beyond ."
12121,id04407,HPL,"I scraped further , and saw that it had form ."
12122,id14385,EAP,I had lived with the old gentleman all my life .
12123,id04000,MWS,"None had ever before suspected , that power , or the suffrage of the many , could in any manner become dear to him ."
12124,id19243,EAP,"But the void within my heart refused , even thus , to be filled ."
12125,id15158,EAP,"But , for many minutes , the heart beat on with a muffled sound ."
12126,id00680,MWS,"He entered the churches , and foretold to the congregations their speedy removal to the vaults below ."
12127,id22454,MWS,I know not what we are to hope ; but there is some good beyond us that we must seek ; and that is our earthly task .
12128,id11575,MWS,There is something at work in my soul which I do not understand .
12129,id21567,MWS,"An old man sat in it , near a fire , over which he was preparing his breakfast ."
12130,id19810,HPL,"Divorced from the enlightenment of civilisation , the strength of these Puritans turned into singular channels ; and in their isolation , morbid self repression , and struggle for life with relentless Nature , there came to them dark furtive traits from the prehistoric depths of their cold Northern heritage ."
12131,id04687,HPL,"My friend said they were horrible and impressive beyond my most fevered imaginings ; that what was thrown on a screen in the darkened room prophesied things none but Nyarlathotep dared prophesy , and that in the sputter of his sparks there was taken from men that which had never been taken before yet which shewed only in the eyes ."
12132,id26936,HPL,"As it was , lacking their original letters , I half suspected the compiler of having asked leading questions , or of having edited the correspondence in corroboration of what he had latently resolved to see ."
12133,id16665,EAP,"Ah , I see the balloon has collapsed , and we shall have a tumble into the sea ."
12134,id24821,MWS,"She was submissive to those who held authority over her , but a perpetual cloud dwelt on her brow ; she looked as if she expected enmity from every one who approached her , and her actions were instigated by the same feeling ."
12135,id24014,EAP,`` Surely this is the most populous city of the East .
12136,id24014,EAP,What a wilderness of people what a jumble of all ranks and ages what a multiplicity of sects and nations what a variety of costumes what a Babel of languages what a screaming of beasts what a tinkling of instruments what a parcel of philosophers '' Come let us be off .
12137,id01476,EAP,"Method is the thing , after all ."
12138,id07002,MWS,"I , the offspring of love , the child of the woods , the nursling of Nature 's bright self was to submit to this ."
12139,id04418,EAP,`` .
12140,id04418,EAP,"Have you heard of the unhappy death of the old hunter Berlifitzing ? '' said one of his vassals to the Baron , as , after the departure of the page , the huge steed which that nobleman had adopted as his own , plunged and curvetted , with redoubled fury , down the long avenue which extended from the chateau to the stables of Metzengerstein ."
12141,id17754,EAP,"In short , I became a new man , and lived a man 's life ."
12142,id19134,MWS,"It was completely dark when I arrived in the environs of Geneva ; the gates of the town were already shut ; and I was obliged to pass the night at Secheron , a village at the distance of half a league from the city ."
12143,id24899,HPL,"At length , after temporarily felling one of his detainers with a sudden blow , he had flung himself upon the other in a daemoniac ecstasy of bloodthirstiness , shrieking fiendishly that he would 'jump high in the air and burn his way through anything that stopped him ' ."
12144,id18988,MWS,"Perdita had arrived with her child at Dartford , weeping and inconsolable ."
12145,id23927,EAP,"In a remote and terror inspiring angle was a square enclosure of eight or ten feet , comprising the sanctum , `` during hours , '' of our principal , the Reverend Dr. Bransby ."
12146,id25778,EAP,I wish the composure but not the depression of solitude .
12147,id17073,MWS,"Again and again I have passed over in my remembrance the different scenes of my short life : if the world is a stage and I merely an actor on it my part has been strange , and , alas tragical ."
12148,id12887,MWS,"If the study to which you apply yourself has a tendency to weaken your affections and to destroy your taste for those simple pleasures in which no alloy can possibly mix , then that study is certainly unlawful , that is to say , not befitting the human mind ."
12149,id23561,EAP,"In the meantime , you shall be my escort home to night ."
12150,id18937,HPL,Behind the figure was a vague suggestion of a Cyclopean architectural background .
12151,id18846,MWS,"In his desire to repair his first losses , my father risked double stakes , and thus incurred a debt of honour he was wholly unable to pay ."
12152,id18616,EAP,You have already fathomed the true character of this good gentleman .
12153,id18954,EAP,`` .
12154,id18954,EAP,"But , '' said the Prefect , a little discomposed , `` I am perfectly willing to take advice , and to pay for it ."
12155,id24342,MWS,`` .
12156,id24342,MWS,"There is more of what is specious than true in your distinction , '' said my companion ."
12157,id05130,MWS,Does not the plague rage each year in Stamboul .
12158,id09278,HPL,"That these secrets should be brought to light seemed injudicious , and I began to wish for an excuse to leave the castle and the village ."
12159,id26233,MWS,`` .
12160,id26233,MWS,"All things go on , '' thought Perdita , `` all things proceed , decay , and perish ."
12161,id26233,MWS,"When noontide has passed , and the weary day has driven her team to their western stalls , the fires of heaven rise from the East , moving in their accustomed path , they ascend and descend the skiey hill ."
12162,id27034,HPL,I 've seen Wilbur Whateley 's diary and read some of the strange old books he used to read ; and I think I know the right kind of spell to recite to make the thing fade away .
12163,id09162,MWS,The latter feeling now predominated .
12164,id10836,EAP,"It was easy , on the contrary , to imagine it pervading the entire regions of our planetary system , condensed into what we call atmosphere at the planets themselves , and perhaps at some of them modified by considerations , so to speak , purely geological ."
12165,id24944,EAP,"`` Everything being now ready , I exacted from my wife an oath of secrecy in relation to all my actions from the day of my first visit to the bookseller 's stall ; and promising , on my part , to return as soon as circumstances would permit , I gave her what little money I had left , and bade her farewell ."
12166,id18511,HPL,"The light of the moon had strangely failed , and as Atal plunged upward through the mists he heard Barzai the Wise shrieking in the shadows : `` ."
12167,id18511,HPL,"The moon is dark , and the gods dance in the night ; there is terror in the sky , for upon the moon hath sunk an eclipse foretold in no books of men or of earth 's gods . . . ."
12168,id07603,EAP,"Our system revolves , it is true , about a common centre of gravity , but it does this in connection with and in consequence of a material sun whose mass more than counterbalances the rest of the system ."
12169,id07182,EAP,"In fact , the facility with which I shall arrive , or have arrived , at the solution of this mystery , is in the direct ratio of its apparent insolubility in the eyes of the police . ."
12170,id08030,HPL,"Only his lividly inclined complexion and coldness of touch could have afforded a physical basis for this feeling , and even these things should have been excusable considering the man 's known invalidism ."
12171,id18093,HPL,"The skin was thickly covered with coarse black fur , and from the abdomen a score of long greenish grey tentacles with red sucking mouths protruded limply ."
12172,id17332,EAP,But would any number of men have dreamed of resorting to such an expedient .
12173,id18948,HPL,"Around that head it closed , totally swallowing it up , and in another moment it had begun to recede ; bearing away its invisible burden without touching me , and flowing again out of that black doorway and down the unseen stairs , which creaked as before , though in reverse order ."
12174,id16672,EAP,"On the table beside me burned a lamp , and near it lay a little box ."
12175,id22532,EAP,I could not be mistaken in its character .
12176,id02101,MWS,But there was no remedy .
12177,id11745,MWS,This short seperation from his companions gave him courage to assert his independance .
12178,id22101,HPL,I felt subtly that the apartment of this ancient victim was best for my purposes .
12179,id25972,MWS,"But frost would come at last , and with it a renewal of our lease of earth ."
12180,id20638,EAP,"Thus the only `` artificial '' light which could avail Mr. Locke , would be some artificial light which he should be able to throw not upon the `` focal object of vision , '' but upon the real object to be viewed to wit : upon the moon ."
12181,id04041,MWS,Raymond was actuated by far other feelings .
12182,id20924,EAP,You shall give me all the information in your power about these murders in the Rue Morgue . .
12183,id10255,EAP,"Monsieur Le Blanc professed total ignorance , as before ."
12184,id16950,EAP,put her in mind of it the first opportunity .
12185,id23609,HPL,"Finally the connecting door gave , but with such a crash that I knew those outside must have heard ."
12186,id04671,EAP,"I have just left the deck , where I find it impossible to maintain a footing , although the crew seem to experience little inconvenience ."
12187,id19030,EAP,`` I wonder who she can be ? '' `` .
12188,id19030,EAP,"Why , in the name of all that is angelic , do n't you know who she is ? 'Not to know her argues yourself unknown . ."
12189,id12906,MWS,"At first I attempted to prevent her but she persisted , and entering the room where it lay , hastily examined the neck of the victim , and clasping her hands exclaimed , 'O God I have murdered my darling child ' `` ."
12190,id12906,MWS,"She fainted , and was restored with extreme difficulty ."
12191,id10664,EAP,"body knew , was an unknown quantity ; but in this case as he properly observed , there was an unknown quantity of X ."
12192,id22857,EAP,"My sensations were those of entire happiness , for I felt that in a few minutes , at farthest , I should be relieved from my disagreeable situation ."
12193,id03334,HPL,Shortly afterward the pale faced workmen apprised the Superintendent of their failure .
12194,id26297,MWS,`` .
12195,id26297,MWS,"It is not from deck , '' said the man at the helm , `` something has been thrown from the aft cabin . ."
12196,id03019,HPL,"There was the immemorial figure of the deputy or messenger of hidden and terrible powers the `` Black Man '' of the witch cult , and the `` Nyarlathotep '' of the Necronomicon ."
12197,id06482,EAP,But alas it was now far beyond my grasp .
12198,id05398,MWS,"Earth is to me a tomb , the firmament a vault , shrouding mere corruption ."
12199,id15352,EAP,"Now here , I at once saw , was a telescope to be used , and a definite point of view , admitting no variation , from which to use it ."
12200,id22996,HPL,"Outside , the moon played on the ridgepole of the block below , and I saw that the jump would be desperately hazardous because of the steep surface on which I must land ."
12201,id01721,EAP,"Near the spot where we found it , I observed the remnants of the hull of what appeared to have been a ship 's long boat ."
12202,id13446,HPL,Heaven be thanked for the instinct which led me unconscious to places where men dwell ; to the peaceful village that slept under the calm stars of clearing skies .
12203,id25024,HPL,"The Pequots , enfeebled by a previous war , could give the now stricken Narragansetts no assistance ; and in a Dutch fur trader of Albany , Petrus van Schaack , secured the distinguished cranium for the modest sum of two guilders , he having recognised its value from the half effaced inscription carved in Lombardic minuscules palaeography , it might be explained , was one of the leading accomplishments of New Netherland fur traders of the seventeenth century ."
12204,id15495,MWS,"From Derby , still journeying northwards , we passed two months in Cumberland and Westmorland ."
12205,id02653,HPL,"All was as of old , nor were the marble walls discoloured , nor the polished bronze statues upon them tarnished ."
12206,id21412,EAP,"Having done all this in a neat speech , I took leave ."
12207,id20865,MWS,"We discussed the best means of preventing infection , and of preserving health and activity in a large city thus afflicted London , for instance ."
12208,id00951,EAP,"When his dominions were half depopulated , he summoned to his presence a thousand hale and light hearted friends from among the knights and dames of his court , and with these retired to the deep seclusion of one of his castellated abbeys ."
12209,id27538,EAP,"Mem : at , feet elevation the sky appears nearly black , and the stars are distinctly visible ; while the sea does not seem convex as one might suppose but absolutely and most unequivocally concave ."
12210,id23655,HPL,"Ye see , they was able to live both in an ' aout o ' water what they call amphibians , I guess ."
12211,id14625,EAP,"She partly arose , and spoke , in an earnest low whisper , of sounds which she then heard , but which I could not hear of motions which she then saw , but which I could not perceive ."
12212,id15254,EAP,"Hitherto it had served me well , and I now resolved to make it avail me to the end ."
12213,id00375,HPL,How could he keep himself from going .
12214,id15038,EAP,"Yet my senses are bewildered , Charmion , with the keenness of their perception of the new ."
12215,id22849,HPL,"For them are the catacombs of Ptolemais , and the carven mausolea of the nightmare countries ."
12216,id16659,EAP,"Between the wheels and the wall where the hole lay there was barely room for my body yet I was desperate , and determined to persevere ."
12217,id09338,HPL,"He clearly understood my needs at a glance , and ministered to them with a master 's deftness ; the while reassuring me in a finely modulated though oddly hollow and timbreless voice that he was the bitterest of sworn enemies to death , and had sunk his fortune and lost all his friends in a lifetime of bizarre experiment devoted to its bafflement and extirpation ."
12218,id17687,MWS,"I wished to see him again , that I might wreak the utmost extent of abhorrence on his head and avenge the deaths of William and Justine ."
12219,id17547,EAP,"The result of my experiment with the old books , convinced me , in the first place , that `` honesty is the best policy , '' and , in the second , that if I could not write better than Mr. Dante , and the two blind men , and the rest of the old set , it would , at least , be a difficult matter to write worse ."
12220,id15138,HPL,"It might be actively hostile , or it might be dictated merely by blind motives of self preservation ."
12221,id20169,HPL,"Throughout that afternoon they rode around Dunwich ; questioning the natives concerning all that had occurred , and seeing for themselves with rising pangs of horror the drear Frye ruins with their lingering traces of the tarry stickiness , the blasphemous tracks in the Frye yard , the wounded Seth Bishop cattle , and the enormous swaths of disturbed vegetation in various places ."
12222,id05528,MWS,Oh Sun how beautiful thou art .
12223,id05528,MWS,And how glorious is the golden ocean that receives thee .
12224,id05528,MWS,My heart is at peace I feel no sorrow a holy love stills my senses I feel as if my mind also partook of the inexpressible loveliness of surrounding nature .
12225,id05528,MWS,What shall I do .
